StudentID	subject	score
257623	soc	62
253645	soc	73.5
256479	MATH	82
251652	Ela	62.5
258040	MATH	48
252544	Soc	78.5
254401	SOC	74
257053	Soc	64.6672652936541
251634	MATH	43
250621	Ela	34
253437	SOC	98.5
259362	ela	87.5
251892	math	31.5
250800	MATH	78.5
259486	ELA	78.5
259664	Soc	32
253604	Soc	92.5
251101	Soc	76.5
257248	Ela	98
253506	soc	46
257292	Soc	46.5
254921	Soc	30
250345	Ela	88
253237	Ela	94.5
257121	Ela	31
258237	ela	74
259184	soc	60.5
256259	Math	65
257683	ela	51
251207	Ela	57
253782	MATH	44.5
250942	math	85
254179	soc	75
252840	Soc	81.5
257615	SOC	46.5
253159	SOC	52.5
253762	math	75
257705	math	95.5
254022	ela	55
257741	Math	65.4467492629774
255698	Math	74
254033	Soc	58
255036	Soc	59
254596	math	42
250421	Soc	94.5
259701	Soc	71.5
259968	Math	57.5
258822	SOC	33.5
253724	ela	65.6714702318422
258844	Ela	99
252682	Math	67
250531	Ela	79.5
256263	Ela	56
257528	soc	52
251545	MATH	36.5
258906	Math	54
252194	MATH	43
253019	Math	31.5
258402	soc	96.5
257775	Soc	66.5
253584	ela	65.4467492629774
258846	Soc	91
255154	MATH	49
250887	Ela	98.5
253185	MATH	98.5
256496	math	42.5
255417	ela	31.5
258636	ela	37
254377	Soc	100
254229	soc	69
254995	math	92
256878	SOC	44
259647	SOC	67.5
257985	Math	64.6473266794346
250267	Math	51
250517	ELA	64.8956618295051
254592	Math	56.5
256411	ELA	86.5
256391	math	63.5
256110	SOC	90
250124	Soc	26.5
257442	SOC	68.5
250814	Soc	67
258411	Ela	84.5
256631	ELA	41.5
258872	soc	89
257913	ELA	47
255647	ELA	97
257868	math	64.693443777971
250967	math	56
250286	MATH	69.5
252807	soc	49.5
252437	Math	31
257481	MATH	63.5
258313	math	79
258041	Math	64.7016131659038
257855	Soc	70
253485	SOC	92.5
252752	Ela	79
256944	MATH	29
252685	ELA	27
256377	math	64.0355591694824
256550	soc	68.5
259938	ELA	41
254969	math	97
256766	Soc	70
257492	math	71
252776	ela	28.5
257838	Math	26
257744	Math	37
254184	SOC	96
252439	ela	90.5
252883	ELA	79.5
255943	MATH	78.5
258401	Ela	81
257696	ela	95.5
256482	ELA	53.5
258888	math	65.6714702318422
254202	MATH	82.5
250770	Math	71.5
252201	MATH	89.5
253009	SOC	68
257543	ELA	93
257202	soc	98
257744	soc	82
255811	math	46.5
250410	ELA	47
252751	SOC	84
252748	MATH	73.5
251355	ela	99.5
257090	ela	73.5
252420	ELA	60.5
256893	soc	100
257974	ELA	87
252461	soc	77.5
252755	math	85
256523	MATH	92.5
259782	ela	70
252633	math	34
257325	SOC	32.5
254983	SOC	84
252903	math	92
252671	Soc	66.5
259395	Math	96
255526	Math	99
259417	ela	93.5
255070	MATH	55
252856	Soc	75
252002	math	85
254893	soc	97
250119	SOC	97.5
251842	MATH	66
252875	ELA	65.7656966941431
256517	SOC	31.5
251967	ELA	27.5
251187	math	75
251390	Ela	38
259177	Ela	35.5
254339	soc	68
254752	soc	72
259589	SOC	84
254765	SOC	63
253853	Soc	75
257540	Math	74.5
250771	ela	40
256539	Ela	96.5
257329	math	29
257130	ELA	65.7656966941431
258920	MATH	63
251700	SOC	96
252615	ela	53
255985	Soc	53
259931	ELA	38.5
253461	soc	70
253913	ELA	76
250050	math	99
253808	ELA	59.5
257293	soc	86
259719	MATH	63.5
256475	Math	37
252027	MATH	68.5
254564	Math	63.5
251603	Math	66
259831	Math	53.5
251666	math	65
254188	math	60.5
255296	Ela	78.5
254915	SOC	81.5
254889	soc	86
254313	math	31
251370	Ela	30
259475	ELA	100
254243	soc	34
253878	ELA	97.5
250978	SOC	35
257980	Ela	96.5
252764	math	46
257593	Soc	65.7656966941431
251792	math	60
259834	Soc	64.693443777971
258265	soc	49
251268	ela	90
256077	SOC	44
255366	ELA	32
258140	Ela	92
255993	math	32.5
255058	soc	32
250900	math	41.5
253356	ela	66
258651	SOC	44
257203	ela	84
255519	math	42
251542	soc	78.5
253439	Soc	55
255222	ELA	31
253031	Ela	64.0355591694824
257570	SOC	79
255731	ela	93
257874	Soc	66.5
251634	Ela	46
250142	ela	94
256246	SOC	41
252061	soc	83.5
251572	soc	65.5
253257	Soc	66
251751	Soc	29.5
251066	math	31.5
253168	Ela	64.693443777971
254466	soc	83.5
256817	soc	64.8956618295051
253565	SOC	90
254304	Soc	27
258150	MATH	64
257351	Ela	78.5
256620	Soc	66
255508	Math	87.5
250646	Math	86
253328	Soc	85
251583	ELA	54.5
256404	Soc	32
256298	ela	92
259689	ela	58
253154	Ela	41
255942	ela	64.5
256721	Math	30.5
256472	soc	40.5
251033	SOC	55.5
259742	Math	71
251384	soc	96.5
256662	soc	71
258733	ELA	88.5
250612	ela	47.5
257849	soc	27.5
258655	math	30
254344	math	81
258544	ela	30
256485	MATH	97.5
258680	ela	63.5
256697	math	64.7016131659038
253162	Math	49.5
259666	math	60
259873	ELA	82.5
252046	Soc	39.5
255534	soc	29.5
259443	Ela	34.5
252674	math	71.5
253028	soc	64.0355591694824
253359	Math	52
257388	Math	97.5
257678	Math	47.5
252032	soc	62.5
256879	ELA	62
256151	ELA	80
259802	soc	84
253306	ela	64.7016131659038
252862	Soc	92
255657	soc	76
254659	Ela	56
253541	Soc	57
254878	MATH	81
253999	Ela	79
256273	soc	96
257437	ELA	48
253288	ela	52.5
250720	ela	59
252135	SOC	33
259647	ELA	63
257972	Ela	97
251155	MATH	65.7656966941431
257140	math	29.5
259604	Soc	39
259514	ela	78.5
255596	math	42
258282	ela	96
251948	math	71.5
257033	soc	47.5
255657	Math	64.6672652936541
257175	soc	46.5
259742	Soc	35
258256	Math	70
253482	SOC	90.5
254917	Soc	81
254649	Soc	92
258801	Soc	80
253299	MATH	50.5
254219	ela	64.693443777971
255805	ela	53
257209	MATH	40.5
250912	SOC	77.5
252221	Soc	65.4467492629774
251090	SOC	37
258829	Math	53.5
259121	Soc	86.5
252674	soc	51
257008	math	96
259661	ELA	86.5
255250	Ela	75.5
256954	MATH	98
255883	Soc	36
253940	Soc	49
253117	ela	27
256668	ela	33.5
256046	math	59.5
257133	MATH	40
259195	SOC	64.1138002085499
257409	MATH	33.5
253233	ela	72.5
258864	Math	55
258327	Ela	93.5
251374	ela	48
252865	soc	31
253885	math	53.5
254160	soc	86.5
259127	soc	92.5
257778	ELA	56.5
255656	SOC	41.5
259261	Math	44.5
257220	Math	55.5
258609	MATH	52.5
255128	SOC	81
259866	ELA	50.5
253426	ELA	33
254584	Soc	58
253502	Soc	56.5
254465	SOC	51.5
252792	SOC	54
251920	Math	42.5
258395	Soc	87.5
251712	math	84
256635	SOC	37.5
250490	ela	83
256990	MATH	65.6714702318422
256550	math	49.5
255462	Soc	97
252319	ELA	46
259323	Soc	46.5
250985	MATH	45.5
253462	ELA	91
253712	math	86.5
251251	soc	92
253534	Math	65.5
257033	math	81
258220	ela	72.5
251378	math	70.5
256323	ela	50.5
255472	MATH	59.5
253503	SOC	33.5
259113	Ela	84
258607	Soc	82
254408	Math	70.5
250933	ela	54
258569	Soc	51.5
255756	math	29.5
250811	Ela	80
257707	MATH	71.5
256079	ELA	41
253877	Math	86
253338	math	55
259281	SOC	54.5
256145	ELA	64
259452	Soc	60
254195	Ela	40.5
255842	SOC	53.5
251197	math	26.5
259653	MATH	65.4467492629774
257358	soc	36
259446	Math	97.5
250922	soc	81
259741	Ela	77.5
259942	Math	68.5
251090	math	45.5
259436	ELA	61.5
254748	MATH	62.5
255880	MATH	73
254442	Math	96
250511	Ela	90
251745	Ela	66
257555	Ela	56.5
255010	SOC	70
252190	MATH	33
254663	Ela	35
257989	math	64.6473266794346
255292	math	45
252917	Ela	40
256469	Soc	79.5
258445	MATH	75
251020	Math	49
257524	Math	37.5
256096	Ela	45.5
255185	soc	31
251314	math	82
259829	math	94.5
259434	ELA	89.5
251120	soc	89
252994	Math	84
257738	soc	97.5
255886	MATH	93.5
256952	soc	63
256113	Soc	36.5
258394	ELA	88.5
251255	Soc	53
253077	MATH	38
254260	math	34
257707	ELA	59
258566	ELA	90.5
256925	SOC	28
250417	Math	54
257110	Math	48
253196	SOC	26.5
255792	Soc	38
257180	math	46
254523	ela	96
257820	ela	95.5
254285	math	92.5
252279	soc	47
252638	SOC	32.5
255369	Soc	65.4467492629774
252370	Soc	51.5
256096	SOC	83
251774	Soc	58.5
259517	soc	89
258540	ELA	43.5
252752	MATH	45
252446	soc	65.6714702318422
250758	ELA	91.5
258215	Soc	50.5
257124	ela	91
257417	MATH	84.5
253409	math	79
259089	math	83.5
250074	MATH	71
255622	Soc	88.5
259198	ELA	77.5
250662	Ela	56.5
253890	SOC	79.5
253753	MATH	77.5
252336	soc	94
251442	Ela	56.5
251661	Ela	90.5
251282	Ela	65.4467492629774
259226	MATH	51
251977	Ela	65.7656966941431
258479	Math	26.5
257710	Ela	77
253579	Math	29.5
257748	Ela	27
254966	Soc	68.5
253261	Soc	94
250211	soc	71
258839	SOC	69.5
258868	Ela	98
253119	ELA	31
258835	math	31.5
255072	Math	51
253800	SOC	69
250551	Soc	49.5
252683	Math	45
254473	ela	30.5
252738	Math	49.5
259436	ela	25
255368	MATH	64.6473266794346
259532	SOC	50
251600	Math	65.7656966941431
258315	MATH	88
254121	ELA	52.5
259932	MATH	54
259756	SOC	34.5
253795	SOC	77.5
256359	MATH	60.5
250105	SOC	61.5
258403	ELA	80
255442	soc	53.5
253771	Math	50
257278	soc	49
258333	soc	63
259770	Soc	64.6473266794346
256915	ela	48
251427	Ela	40
257363	math	41.5
253137	soc	64.0355591694824
255335	Soc	68.5
253878	Soc	72
257468	ela	27
251094	ELA	47
255659	SOC	25.5
254587	Soc	42.5
255588	ELA	65.4467492629774
256906	Soc	35.5
257010	Soc	68.5
253509	Ela	62
252258	math	79
258401	math	74
250032	ELA	88.5
250036	soc	95.5
253096	ela	99.5
254091	ela	99
251042	soc	63.5
258307	MATH	86
251702	ela	73
259669	Math	76.5
250612	MATH	93
258944	ela	83
250418	Ela	64.6672652936541
252254	Ela	97.5
255914	Math	49
250941	soc	77.5
258206	MATH	99
257098	Ela	94.5
259590	soc	62.5
257028	soc	99
257200	ela	56
253267	Ela	63
256319	Math	71
259641	SOC	51.5
253278	ELA	30
258435	ELA	45
253433	SOC	80.5
258764	soc	70.5
250880	Ela	56
259718	ELA	67
256313	soc	48.5
253171	soc	91
253170	soc	27
251565	SOC	76.5
257332	soc	65.7656966941431
250187	Math	48.5
252726	math	85.5
253513	MATH	79
252543	MATH	62.5
253118	Soc	43
254900	ela	78
252276	Math	74.5
259224	ela	32
257890	Soc	30
258188	SOC	76.5
256397	ELA	95
256817	math	68.5
256689	Math	65.4467492629774
259036	MATH	45.5
257679	Ela	64.6473266794346
258876	Ela	62
250733	ela	62
255111	Math	67.5
257338	Ela	83.5
252947	ela	60
253666	Math	81.5
259371	Soc	93.5
250314	Ela	96.5
250948	math	74.5
255769	ela	65.6714702318422
251220	SOC	71
257388	Ela	40
254800	ELA	77.5
253039	Math	33
257634	MATH	45.5
251200	Math	94.5
251701	Soc	26.5
254024	ELA	89.5
252846	math	45
251305	ela	28
254960	MATH	93
254315	Soc	76.5
252380	Math	41.5
251532	Ela	50.5
254187	Ela	51
255766	ela	38.5
254985	Soc	59.5
258784	Soc	52.5
256270	math	65.6714702318422
259525	Soc	34
259504	SOC	67
259252	Ela	62.5
256226	soc	55.5
256387	SOC	84.5
256212	soc	92.5
254187	Math	65.6714702318422
257573	soc	80
252456	soc	42.5
259033	soc	63.5
255985	ELA	58.5
254356	ELA	75.5
252693	soc	94.5
258311	Math	70
259636	Ela	79.5
250544	Soc	78.5
251363	Ela	48
257248	SOC	79
258921	math	55
259544	ELA	44.5
256553	Soc	87
257675	SOC	64.693443777971
255368	ela	62
251694	ela	64.693443777971
254749	soc	64.8956618295051
258660	MATH	29
253845	Math	56
250166	MATH	63
253667	soc	42
250992	soc	92.5
257212	Ela	79.5
257225	MATH	92.5
250750	Soc	43
259016	Math	52.5
259983	math	78.5
251951	ELA	95
259152	math	65.7656966941431
251673	soc	59
252236	math	75
256935	ela	95
259040	SOC	85.5
252175	math	43.5
256028	math	59
258946	Ela	82.5
252492	math	38.5
259966	Math	68.5
256443	math	34
257705	math	90.5
258498	math	65.5
251885	math	71.5
252191	Soc	99.5
258681	soc	99.5
259164	ELA	65.6714702318422
255665	Soc	33
256451	Soc	83.5
255627	Ela	42
255916	MATH	50
252121	ELA	64
253903	ela	49.5
256649	SOC	58
258376	Soc	77.5
257980	ela	35
250776	math	64.6473266794346
250565	Ela	48.5
251753	SOC	95
254585	Math	89.5
250304	SOC	51
254108	ELA	69
252592	Soc	92.5
252086	Soc	59.5
253397	ela	95.5
259131	soc	55
250850	Math	80.5
256769	MATH	68
252565	soc	89
256029	math	78.5
257802	ela	89
252809	Ela	38.5
259096	math	85
259022	ELA	25.5
252210	ELA	67.5
259863	ELA	58
255949	ELA	67
254372	soc	47.5
251044	ELA	60
251327	Ela	83.5
258783	Soc	32.5
251470	ELA	85
256463	ela	74.5
253217	SOC	93.5
252108	ela	42
250314	MATH	86
259500	Ela	30.5
257618	math	42
258216	math	97.5
255183	ela	94.5
256780	soc	91
252013	Soc	64.693443777971
259899	ELA	38.5
252663	MATH	81
253230	Ela	49.5
251578	MATH	98.5
254192	Soc	60.5
255716	ELA	87.5
250748	math	89.5
257356	MATH	64.6672652936541
253308	SOC	78.5
253465	ela	68
256428	SOC	73.5
258991	ela	75
257370	math	33.5
254252	soc	87.5
254450	soc	34
253022	ela	70
257745	Math	33.5
255437	soc	52
257726	MATH	44
255334	Ela	60.5
254340	Ela	95.5
257874	ELA	51.5
251135	math	45
256506	Math	34
257424	Soc	94
258871	ela	96.5
256105	ela	64.0355591694824
258123	ela	85
256908	ela	92.5
256208	Soc	92.5
252557	ela	25
252863	soc	36.5
259235	Math	32
251871	ela	84
256987	Math	51
252507	ela	73.5
255328	Ela	89
259453	Soc	95
255379	math	93.5
250962	ela	85
259504	MATH	43
252685	soc	89
253769	Math	76.5
258211	SOC	42.5
253553	Ela	33
259454	Ela	64.8956618295051
251961	MATH	91.5
254994	ela	60.5
253254	Math	85.5
251266	Ela	61.5
254853	MATH	89.5
253892	Soc	95
256475	SOC	47.5
254470	math	99
258022	Soc	54
259844	Math	28.5
256654	Soc	97
259424	Math	65
257920	ELA	31.5
253016	Soc	96
255410	ela	32
251926	SOC	32.5
251392	MATH	45.5
255043	MATH	49.5
250387	SOC	69
252568	Ela	31
257257	soc	71
255864	Soc	98
256045	math	39
252847	Soc	43.5
256803	MATH	36
252297	MATH	43
253426	soc	53.5
254163	Math	75
253943	math	63
251966	MATH	96
258934	ELA	32.5
254795	ela	82.5
258730	ela	44.5
259437	soc	59.5
259156	ELA	50
250836	ELA	64.7016131659038
259828	soc	64.6672652936541
259301	ela	98
251947	soc	52.5
253547	Ela	64.6473266794346
250886	ela	45
250107	MATH	39.5
252901	soc	87.5
259441	Math	86
257479	ELA	80.5
252350	Ela	43
255400	Ela	42.5
257877	ela	40
255627	soc	92.5
256648	math	64.5
256885	soc	64.6473266794346
253973	Soc	36.5
250485	Soc	70.5
257621	ela	55
251086	math	59.5
255478	ELA	26
258429	math	38.5
254070	soc	81
251558	MATH	40
257220	SOC	92
250994	Soc	58
257671	Ela	65.5
250523	Ela	48
251988	Soc	25
257137	Ela	85
250992	Soc	59
251724	SOC	57.5
258958	ela	86.5
258650	ela	34.5
254345	SOC	58.5
252618	MATH	88.5
256106	ELA	71.5
256464	ela	47.5
252523	Ela	54.5
258334	Math	50
257859	ELA	57
259909	Math	97.5
256784	Soc	65.7656966941431
256791	Math	58
250692	ela	73
257764	math	86.5
253120	Math	51
256466	Math	60.5
257401	Ela	30
252568	Math	29.5
251227	Soc	63
259858	soc	45
253961	Soc	65.5
258121	ela	91
255511	math	62.5
255995	MATH	70.5
253401	ela	71
252181	ela	36
251661	Ela	41.5
250891	SOC	87.5
255935	ela	42
255032	SOC	81.5
255794	math	65.4467492629774
252251	math	98
256628	ela	35
250120	SOC	97.5
259149	MATH	62.5
259954	Soc	71
257528	ela	44
253159	MATH	30.5
254559	ela	26.5
251872	Ela	73
253985	SOC	72.5
250929	SOC	71.5
255459	Math	86.5
255650	Soc	40
254218	SOC	54
258510	ela	33.5
252776	MATH	65.7656966941431
257588	Soc	80.5
258282	Math	65
250016	math	45.5
253674	ELA	92
258490	Soc	38.5
259494	SOC	99.5
259136	Math	66
257783	math	89.5
258564	ela	42.5
254451	ela	53
251995	soc	28.5
258704	soc	64.6473266794346
259324	soc	75.5
255745	math	64.7016131659038
257918	SOC	58.5
258082	ela	87
257167	Ela	69.5
259784	Math	52
257167	Math	95.5
255454	Ela	40.5
253953	math	96
255862	math	51.5
252063	soc	64.6473266794346
253619	ELA	71
252453	soc	65.4467492629774
258262	SOC	67.5
251659	math	76
257769	ela	61.5
257852	soc	30.5
254990	Soc	75
257384	soc	30.5
259828	math	87.5
255769	ELA	65.6714702318422
256890	ELA	55
251023	MATH	40
255003	soc	65.5
251753	SOC	72.5
254565	ela	51.5
257476	MATH	67.5
250064	math	29.5
258658	Ela	60.5
258705	Math	34
256534	MATH	95.5
257843	ela	41
257008	SOC	45.5
259254	Soc	64.1138002085499
259145	Soc	92
255365	Math	51.5
253426	MATH	93
254280	Ela	64.7016131659038
255115	Soc	90
255208	Soc	82
252646	ELA	55
252643	ela	69.5
258025	SOC	84.5
259219	SOC	63
257740	soc	95.5
252267	Ela	37.5
253446	ELA	40
252280	Math	56.5
259632	MATH	65.4467492629774
259825	ela	66
254681	soc	67.5
252578	soc	87
253686	Math	67
252438	ELA	26
250108	SOC	52.5
256804	math	41.5
252366	MATH	48
256409	Ela	65.5
256500	soc	89.5
252628	Soc	65.5
259127	Math	52
253438	math	74.5
250855	MATH	60
251285	Ela	76
251622	Ela	41
252771	Math	99.5
256559	Math	26.5
259888	Soc	30
252337	Math	34
252903	SOC	45.5
250847	MATH	67
257072	SOC	27
252948	MATH	88.5
254554	ELA	46.5
255174	ela	33.5
258525	SOC	73.5
250565	ela	43.5
259149	ELA	37.5
254215	ela	61.5
259652	Soc	68
251772	ela	79
255295	soc	61
251174	Ela	34.5
256901	Soc	88.5
253095	MATH	43.5
255502	soc	53.5
259581	Soc	52
256978	ela	50.5
252428	Ela	37.5
258171	MATH	51
259966	Ela	85
253242	SOC	84.5
252829	Soc	39.5
255881	soc	96.5
256844	Math	82.5
253602	Math	35.5
251241	ela	91
251693	Soc	89.5
255188	MATH	64.6672652936541
251004	ELA	93
255006	Ela	33.5
257830	Math	51.5
255451	Ela	35
256514	MATH	65.6714702318422
259369	Ela	75.5
250853	soc	26.5
251918	soc	95.5
258866	ELA	82
254698	soc	74.5
253493	math	52
253156	ELA	81.5
252412	soc	94.5
256782	Ela	31.5
255416	Math	84
257600	Ela	78
257002	Soc	69.5
252060	ela	99.5
257848	Soc	92
253606	Ela	50
255163	math	82
258173	MATH	79
259226	Soc	74.5
254737	Ela	90
259755	Ela	37.5
253580	ELA	28.5
255552	math	80
251241	SOC	36.5
259570	math	84.5
251410	Math	69
255913	Math	36.5
253637	Ela	71.5
259036	Soc	85.5
250862	Math	55.5
252270	ela	35
250993	soc	58.5
253459	Ela	53
255973	SOC	79.5
258463	MATH	25
253271	soc	63.5
256481	soc	98.5
254924	MATH	64.693443777971
258037	Ela	72
250259	soc	99.5
250508	SOC	38.5
251221	Ela	36
258423	Soc	85
252286	MATH	58.5
252561	Ela	88.5
253521	soc	33.5
253392	ela	83.5
257407	Soc	50
258129	ela	72.5
259649	math	35
257016	SOC	75
255247	math	96
257175	ELA	86.5
253390	ELA	43.5
258920	Math	60
250716	ELA	84
255529	ela	67.5
252679	SOC	58
252354	soc	45.5
259461	ELA	39
251003	math	47.5
253028	ela	97.5
250098	Soc	50.5
254695	Ela	34.5
259670	Math	54.5
250876	Math	56.5
256610	ela	25
250270	MATH	75.5
258196	MATH	43.5
257679	soc	28.5
252121	MATH	68
258767	Math	67
259417	ela	68.5
258887	soc	42.5
254960	Math	41
255307	Soc	100
252401	MATH	76
257914	ELA	49.5
255151	ELA	29
257786	SOC	58.5
257904	ela	60.5
257503	math	70.5
259237	math	49
257360	SOC	74
257775	Math	58.5
259539	Soc	84.5
254567	ELA	60.5
252178	ela	46.5
252303	Math	81
254485	Ela	64.7016131659038
257590	SOC	79.5
259608	ELA	93
257837	Soc	75
250961	Ela	93.5
256564	MATH	42
258985	soc	66.5
252562	Soc	62
256143	Soc	81
251582	soc	86.5
256889	math	57
254905	math	55.5
258310	math	54
253054	SOC	56
254420	soc	25
250102	Ela	27.5
254270	math	76.5
252523	SOC	43.5
252245	ela	64.7016131659038
257490	math	91.5
251986	SOC	83.5
250549	Math	68
255409	Soc	64
253542	Math	37
258172	MATH	64.6672652936541
259679	ELA	62
257843	SOC	54.5
251991	Math	65.6714702318422
259890	soc	26.5
258065	ela	33
251792	Soc	35
256736	MATH	82.5
254651	soc	89
251707	Math	70.5
251917	soc	63.5
254654	Soc	68.5
252133	soc	83
258618	math	96.5
254429	Math	87
251270	Ela	90
254615	Soc	80
255189	ELA	53.5
255414	soc	35
259468	math	65.7656966941431
258579	SOC	32
254059	Ela	69
258514	Soc	53.5
257154	Soc	91
254555	SOC	28
251874	SOC	82.5
253710	Ela	54.5
255637	MATH	78.5
255522	ELA	99.5
253492	ELA	75.5
259020	Math	67
251526	math	82
259551	Math	68.5
255107	Ela	70.5
251479	Math	44
253581	ELA	69.5
254943	SOC	30
250067	ELA	59.5
259240	Math	71
257719	MATH	74
256182	Math	58
254942	Ela	86
252068	soc	92.5
251148	MATH	46
258925	math	97
257076	ela	45.5
251618	ela	66.5
259599	ELA	36
254786	ELA	50
256312	ela	82.5
257448	ela	26
252275	math	61
258163	soc	79.5
253221	MATH	89.5
256343	ELA	72.5
255608	soc	26.5
256728	Ela	89.5
252750	SOC	72.5
256722	Math	53
259856	soc	34
256660	Math	69.5
251306	Math	64.693443777971
255609	ELA	86.5
256106	ELA	59
253704	Ela	45
254780	MATH	29
257113	math	76.5
259395	MATH	67
252086	math	35.5
250699	MATH	44.5
255356	Math	52
252191	ELA	32.5
256393	math	65.6714702318422
251536	MATH	65.4467492629774
250527	math	100
254937	SOC	70.5
255989	Math	75.5
250073	MATH	62.5
257597	soc	64.693443777971
256693	Math	29.5
250406	ELA	59.5
251259	Math	50
250650	Ela	57
258398	ela	58
256711	Math	72.5
252748	SOC	38.5
258466	ela	26
254189	Math	47.5
251752	Math	53
252191	Math	94
250496	MATH	43
251472	ela	78.5
258699	SOC	25
259379	Soc	76
254203	math	68.5
250609	Soc	84.5
259967	Math	89.5
255777	ela	47
254040	math	60
259530	math	100
252543	ELA	79
259356	Soc	97.5
254749	math	65.5
255833	Soc	84
251700	soc	54
258464	Math	77.5
254347	Soc	78
259187	MATH	33
257946	Math	81
253226	Math	72
259378	Soc	65.5
256349	Math	25
250807	Math	38
257878	SOC	60
252178	Ela	65.7656966941431
259153	ELA	42
257651	math	64.7016131659038
252507	MATH	26.5
253934	math	34
253440	ela	27.5
252169	soc	96
255869	ela	73.5
258773	Ela	64
259613	ela	50.5
255980	soc	57
254181	soc	74.5
252872	Math	64.0355591694824
254551	MATH	88.5
254108	Ela	60.5
256923	ELA	26
258912	math	89.5
254119	MATH	45
251316	MATH	64.7016131659038
252929	Soc	73.5
251586	SOC	35
254080	math	60
253771	math	96.5
253370	MATH	45
254080	SOC	62.5
255767	MATH	46
251429	ELA	39.5
258101	soc	68.5
259421	Ela	51.5
255369	math	83.5
250671	math	28.5
258615	SOC	77.5
257893	Soc	78
259770	ela	29.5
257907	Ela	76
255434	Ela	46.5
254418	Ela	42
253366	Soc	94.5
252614	ela	43.5
255070	soc	70
252561	Soc	29.5
255121	Ela	92
253049	Math	71
253009	MATH	36.5
253791	math	86.5
254921	Ela	47.5
253718	MATH	53
259978	Math	48.5
259546	Soc	64
257830	soc	95.5
258519	MATH	50
250188	ELA	81.5
250945	SOC	55
252652	Ela	45
256877	math	60.5
252010	ELA	31.5
255994	ela	75.5
259575	Ela	53
250074	Ela	75
256436	math	46.5
251989	ELA	93.5
250335	Ela	88.5
257926	SOC	99.5
250052	soc	78
250991	Soc	85
258412	math	89.5
252609	SOC	77.5
258141	Ela	45.5
252924	SOC	94.5
252701	Math	41
259547	ELA	73.5
253534	ELA	35.5
259374	ELA	46.5
250360	math	26.5
258507	ela	83
250218	MATH	58
251889	Ela	87.5
259625	SOC	93
252905	MATH	96.5
258063	MATH	78
255453	ELA	48
255398	SOC	64
257074	ela	86
253555	MATH	96
255570	Math	70
258705	Soc	72.5
255380	Math	81
251714	ela	32.5
254695	ELA	79.5
250789	SOC	68.5
255780	ELA	77
252361	Math	73.5
256745	MATH	70.5
254080	Math	30
252819	SOC	98
250118	ela	91.5
258188	Math	34
258173	soc	74
256807	math	72
256458	SOC	65.6714702318422
256670	Soc	91
257172	math	61.5
258018	math	40
251285	soc	65
251188	Math	98
251788	Ela	89.5
250008	math	30
253158	Math	89
251905	MATH	64.7016131659038
250421	ELA	76.5
251298	math	60.5
257886	ELA	85
258745	Soc	47
256663	MATH	99
257995	Ela	31.5
251937	math	56.5
259555	MATH	31
250897	SOC	32
257825	Math	68.5
254317	ela	30
257308	ELA	72
259407	SOC	35
253676	MATH	66
255411	Math	86
254138	ELA	34.5
250838	ela	46
251655	Math	78
251843	Math	43.5
258401	MATH	77.5
250497	Ela	57.5
258602	SOC	79.5
259608	SOC	34.5
257348	Soc	79
252978	MATH	42.5
256520	Ela	70
252998	Soc	58
251519	Math	87
257851	ela	68
258027	Ela	76
252010	MATH	58.5
251379	ela	95.5
254987	Ela	65.6714702318422
252024	SOC	60.5
252271	Math	47
259736	ela	27
259167	ELA	44
257334	ela	64.693443777971
255113	ela	39
259945	MATH	86.5
256080	Math	31.5
257123	soc	67.5
258417	ELA	78
251023	ELA	41.5
252324	Ela	92
254041	math	88.5
250940	Soc	71.5
258434	math	42.5
258768	math	37
258112	Soc	62
252669	SOC	66
252747	math	80.5
259311	ela	46.5
257191	soc	46
252477	SOC	38
252154	SOC	34.5
251250	Math	26
251996	Soc	94
251404	MATH	38.5
254617	MATH	76.5
257803	Ela	80.5
257303	Soc	55
258470	ela	65.4467492629774
257101	MATH	37
253167	MATH	42.5
259317	ELA	82.5
258454	soc	35
259680	Math	90.5
253379	Ela	38.5
250250	ELA	60
256289	SOC	81
251259	Math	42
259772	math	65.5
250732	ela	91.5
256511	soc	49
253245	Math	26
254497	MATH	80
252503	MATH	34.5
256233	SOC	57.5
254839	math	43
250138	Ela	43.5
251501	MATH	56.5
256232	SOC	96
250738	MATH	35
253711	soc	85
253947	ELA	43
258744	Ela	65.6714702318422
256358	math	96
257498	Math	26.5
255288	SOC	46
258983	Ela	70.5
251652	math	64
253879	Math	36
257610	SOC	88
256335	soc	55
259351	MATH	91
253746	Math	63.5
251505	Ela	55.5
256982	soc	37.5
252195	math	66.5
253859	Ela	33
255439	Ela	53
252817	soc	89.5
253661	MATH	65.5
256364	SOC	83.5
253389	MATH	86
253709	Soc	62
259041	MATH	96
251982	Soc	43
250442	SOC	61
258729	math	70
256958	Ela	64.5
251574	soc	25.5
256596	math	71
257440	Math	30.5
250774	Math	76
250587	Math	71
258697	Math	81.5
251944	SOC	27
255252	MATH	47
251817	ela	50
255005	math	27.5
259413	Math	72.5
258042	MATH	34.5
252000	math	67.5
257200	math	57.5
257071	ELA	77
257768	Ela	25.5
258122	Math	66
250307	SOC	44
253283	Math	70
253285	ela	91.5
256330	Math	54.5
252841	Soc	46.5
254198	SOC	87.5
259809	Ela	76
258483	SOC	32.5
259391	MATH	71
254937	soc	60
259355	soc	58.5
